gitaccount_id,district_id,frequency,date
4418,66,POPLATEK MESICNE,1994/2/9
1470,19,POPLATEK MESICNE,1994/2/10
1813,47,POPLATEK MESICNE,1994/2/11
4416,14,POPLATEK MESICNE,1994/2/12
2315,75,POPLATEK MESICNE,1994/2/13
3876,69,POPLATEK MESICNE,1994/2/13
4329,1,POPLATEK MESICNE,1994/2/17
3184,1,POPLATEK MESICNE,1994/2/18
370,25,POPLATEK MESICNE,1994/2/18
1317,56,POPLATEK MESICNE,1994/2/18
2675,1,POPLATEK MESICNE,1994/2/19
3840,76,POPLATEK MESICNE,1994/2/19
4009,56,POPLATEK MESICNE,1994/2/20
3886,1,POPLATEK MESICNE,1994/2/20
3445,1,POPLATEK MESICNE,1994/2/22
2482,1,POPLATEK MESICNE,1994/2/23
2361,28,POPLATEK MESICNE,1994/2/25
974,29,POPLATEK MESICNE,1994/2/25
2959,8,POPLATEK MESICNE,1994/2/25
1880,76,POPLATEK MESICNE,1994/2/25
3355,70,POPLATEK MESICNE,1994/2/26
2501,30,POPLATEK MESICNE,1994/2/26
1073,73,POPLATEK MESICNE,1994/2/27
8558,1,POPLATEK PO OBRATU,1994/2/27
3101,1,POPLATEK MESICNE,1994/2/27
2568,17,POPLATEK MESICNE,1994/3/2
1169,49,POPLATEK PO OBRATU,1994/3/2
3684,23,POPLATEK MESICNE,1994/3/4
1406,50,POPLATEK MESICNE,1994/3/4
71,1,POPLATEK MESICNE,1994/3/5
3528,10,POPLATEK MESICNE,1994/3/5
3405,36,POPLATEK MESICNE,1994/3/7
6118,1,POPLATEK TYDNE,1994/3/7
2382,59,POPLATEK MESICNE,1994/3/8
1570,1,POPLATEK MESICNE,1994/3/12
1511,51,POPLATEK PO OBRATU,1994/3/13
1237,9,POPLATEK MESICNE,1994/3/13
3307,30,POPLATEK MESICNE,1994/3/13
3378,55,POPLATEK MESICNE,1994/3/14
989,19,POPLATEK MESICNE,1994/3/14
3253,71,POPLATEK PO OBRATU,1994/3/15
1626,3,POPLATEK MESICNE,1994/3/15
289,1,POPLATEK MESICNE,1994/3/17
1987,54,POPLATEK MESICNE,1994/3/17
817,5,POPLATEK MESICNE,1994/3/18
2228,34,POPLATEK MESICNE,1994/3/19
904,1,POPLATEK MESICNE,1994/3/20
3824,41,POPLATEK MESICNE,1994/3/20
3599,63,POPLATEK MESICNE,1994/3/20
22,1,POPLATEK MESICNE,1994/3/23
470,64,POPLATEK MESICNE,1994/3/23
1273,37,POPLATEK MESICNE,1994/3/25
237,50,POPLATEK MESICNE,1994/3/25
59,43,POPLATEK MESICNE,1994/3/27
572,32,POPLATEK MESICNE,1994/3/27
1269,52,POPLATEK MESICNE,1994/3/28
855,1,POPLATEK MESICNE,1994/3/28
3183,45,POPLATEK MESICNE,1994/4/1
1969,5,POPLATEK MESICNE,1994/4/2
2799,54,POPLATEK TYDNE,1994/4/3
1042,43,POPLATEK MESICNE,1994/4/3
1158,50,POPLATEK MESICNE,1994/4/3
2713,26,POPLATEK MESICNE,1994/4/3
740,28,POPLATEK MESICNE,1994/4/4
493,26,POPLATEK MESICNE,1994/4/5
2067,76,POPLATEK MESICNE,1994/4/7
3804,7,POPLATEK MESICNE,1994/4/7
4259,66,POPLATEK MESICNE,1994/4/8
2886,1,POPLATEK MESICNE,1994/4/8
761,43,POPLATEK MESICNE,1994/4/9
1918,24,POPLATEK MESICNE,1994/4/10
3036,10,POPLATEK MESICNE,1994/4/10
3259,1,POPLATEK MESICNE,1994/4/11
4408,71,POPLATEK TYDNE,1994/4/11
2009,17,POPLATEK MESICNE,1994/4/14
1194,1,POPLATEK MESICNE,1994/4/15
3718,63,POPLATEK MESICNE,1994/4/16
3201,4,POPLATEK MESICNE,1994/4/17
460,1,POPLATEK MESICNE,1994/4/18
784,59,POPLATEK MESICNE,1994/4/19
3714,2,POPLATEK TYDNE,1994/4/21
2154,63,POPLATEK MESICNE,1994/4/21
1256,38,POPLATEK MESICNE,1994/4/21
1353,51,POPLATEK MESICNE,1994/4/21
1820,10,POPLATEK MESICNE,1994/4/22
2494,74,POPLATEK MESICNE,1994/4/23
2399,1,POPLATEK MESICNE,1994/4/26
343,18,POPLATEK MESICNE,1994/4/26
575,38,POPLATEK MESICNE,1994/4/26
900,48,POPLATEK MESICNE,1994/4/26
1467,37,POPLATEK MESICNE,1994/4/27
31,68,POPLATEK MESICNE,1994/4/27
1375,19,POPLATEK MESICNE,1994/4/27
1371,1,POPLATEK MESICNE,1994/4/27
844,53,POPLATEK MESICNE,1994/4/28
908,62,POPLATEK MESICNE,1994/4/29
3134,48,POPLATEK MESICNE,1994/4/29
2092,1,POPLATEK MESICNE,1994/4/29
3747,1,POPLATEK MESICNE,1994/5/1
277,32,POPLATEK PO OBRATU,1994/5/1
3595,30,POPLATEK MESICNE,1994/5/1
2511,40,POPLATEK MESICNE,1994/5/1
1388,29,POPLATEK MESICNE,1994/5/2
4245,52,POPLATEK MESICNE,1994/5/2
3838,3,POPLATEK MESICNE,1994/5/2
543,64,POPLATEK MESICNE,1994/5/3
3653,31,POPLATEK MESICNE,1994/5/3
524,61,POPLATEK MESICNE,1994/5/3
82,26,POPLATEK MESICNE,1994/5/3
3912,2,POPLATEK MESICNE,1994/5/4
1949,41,POPLATEK MESICNE,1994/5/4
1865,1,POPLATEK MESICNE,1994/5/4
451,11,POPLATEK MESICNE,1994/5/5
50,1,POPLATEK MESICNE,1994/5/6
1184,14,POPLATEK MESICNE,1994/5/6
363,1,POPLATEK MESICNE,1994/5/6
2454,8,POPLATEK MESICNE,1994/5/7
2847,75,POPLATEK MESICNE,1994/5/8
2740,14,POPLATEK MESICNE,1994/5/8
1871,48,POPLATEK MESICNE,1994/5/10
8405,20,POPLATEK MESICNE,1994/5/10
266,47,POPLATEK MESICNE,1994/5/11
1879,10,POPLATEK MESICNE,1994/5/13
2259,64,POPLATEK MESICNE,1994/5/14
609,63,POPLATEK MESICNE,1994/5/15
9750,74,POPLATEK MESICNE,1994/5/16
2375,29,POPLATEK MESICNE,1994/5/16
216,38,POPLATEK MESICNE,1994/5/16
56,50,POPLATEK MESICNE,1994/5/16
7824,60,POPLATEK MESICNE,1994/5/17
649,69,POPLATEK TYDNE,1994/5/17
2996,54,POPLATEK MESICNE,1994/5/17
1509,51,POPLATEK MESICNE,1994/5/19
2170,1,POPLATEK PO OBRATU,1994/5/19
2001,75,POPLATEK MESICNE,1994/5/19
2903,38,POPLATEK MESICNE,1994/5/19
3717,56,POPLATEK MESICNE,1994/5/20
4195,67,POPLATEK MESICNE,1994/5/21
2496,51,POPLATEK MESICNE,1994/5/21
9583,31,POPLATEK TYDNE,1994/5/22
3636,21,POPLATEK MESICNE,1994/5/22
1826,5,POPLATEK MESICNE,1994/5/22
2227,31,POPLATEK TYDNE,1994/5/22
2749,1,POPLATEK MESICNE,1994/5/23
535,35,POPLATEK MESICNE,1994/5/24
4066,72,POPLATEK MESICNE,1994/5/24
2662,71,POPLATEK MESICNE,1994/5/24
1053,57,POPLATEK MESICNE,1994/5/25
11333,8,POPLATEK MESICNE,1994/5/26
1838,68,POPLATEK MESICNE,1994/5/26
3037,44,POPLATEK MESICNE,1994/5/26
3372,23,POPLATEK MESICNE,1994/5/26
985,32,POPLATEK MESICNE,1994/5/29
6924,74,POPLATEK MESICNE,1994/6/1
3484,22,POPLATEK MESICNE,1994/6/1
700,20,POPLATEK MESICNE,1994/6/1
3289,1,POPLATEK MESICNE,1994/6/2
2638,5,POPLATEK MESICNE,1994/6/2
8316,70,POPLATEK MESICNE,1994/6/4
1634,77,POPLATEK MESICNE,1994/6/4
4825,15,POPLATEK MESICNE,1994/6/4
3650,8,POPLATEK MESICNE,1994/6/5
10942,44,POPLATEK TYDNE,1994/6/5
2922,16,POPLATEK MESICNE,1994/6/6
693,2,POPLATEK MESICNE,1994/6/6
2260,1,POPLATEK MESICNE,1994/6/7
538,70,POPLATEK MESICNE,1994/6/7
548,16,POPLATEK MESICNE,1994/6/7
941,8,POPLATEK MESICNE,1994/6/8
2155,58,POPLATEK MESICNE,1994/6/8
4519,8,POPLATEK MESICNE,1994/6/8
3539,42,POPLATEK MESICNE,1994/6/8
6511,72,POPLATEK MESICNE,1994/6/10
2569,2,POPLATEK MESICNE,1994/6/10
43,36,POPLATEK MESICNE,1994/6/12
1047,46,POPLATEK MESICNE,1994/6/13
3479,22,POPLATEK MESICNE,1994/6/14
2868,1,POPLATEK MESICNE,1994/6/15
4328,72,POPLATEK MESICNE,1994/6/17
5628,61,POPLATEK MESICNE,1994/6/17
3160,22,POPLATEK MESICNE,1994/6/19
1856,26,POPLATEK MESICNE,1994/6/19
154,46,POPLATEK MESICNE,1994/6/21
3030,65,POPLATEK MESICNE,1994/6/22
1938,1,POPLATEK MESICNE,1994/6/25
1870,10,POPLATEK MESICNE,1994/6/25
3275,74,POPLATEK MESICNE,1994/6/29
8492,2,POPLATEK MESICNE,1994/6/29
10093,1,POPLATEK TYDNE,1994/7/1
3805,9,POPLATEK MESICNE,1994/7/2
200,17,POPLATEK MESICNE,1994/7/3
2471,6,POPLATEK MESICNE,1994/7/3
352,39,POPLATEK MESICNE,1994/7/4
1291,1,POPLATEK MESICNE,1994/7/4
161,28,POPLATEK MESICNE,1994/7/4
711,70,POPLATEK MESICNE,1994/7/6
964,26,POPLATEK MESICNE,1994/7/8
1012,65,POPLATEK MESICNE,1994/7/9
4276,43,POPLATEK MESICNE,1994/7/9
901,60,POPLATEK MESICNE,1994/7/10
7765,52,POPLATEK TYDNE,1994/7/10
90,1,POPLATEK MESICNE,1994/7/13
5574,13,POPLATEK TYDNE,1994/7/14
741,54,POPLATEK MESICNE,1994/7/14
2819,35,POPLATEK MESICNE,1994/7/16
478,58,POPLATEK MESICNE,1994/7/16
2615,68,POPLATEK MESICNE,1994/7/17
3503,1,POPLATEK MESICNE,1994/7/17
3921,18,POPLATEK MESICNE,1994/7/17
662,21,POPLATEK MESICNE,1994/7/18
2654,56,POPLATEK MESICNE,1994/7/21
9627,65,POPLATEK PO OBRATU,1994/7/22
2470,16,POPLATEK MESICNE,1994/7/23
427,8,POPLATEK MESICNE,1994/7/24
709,19,POPLATEK MESICNE,1994/7/25
629,31,POPLATEK MESICNE,1994/7/25
2606,1,POPLATEK MESICNE,1994/7/27
6738,62,POPLATEK MESICNE,1994/7/28
2912,74,POPLATEK MESICNE,1994/7/30
4995,20,POPLATEK TYDNE,1994/8/1
1022,33,POPLATEK TYDNE,1994/8/1
1797,24,POPLATEK MESICNE,1994/8/1
3497,76,POPLATEK MESICNE,1994/8/2
1848,1,POPLATEK MESICNE,1994/8/4
582,12,POPLATEK MESICNE,1994/8/5
3167,18,POPLATEK MESICNE,1994/8/8
1579,57,POPLATEK MESICNE,1994/8/9
610,74,POPLATEK MESICNE,1994/8/11
3536,24,POPLATEK MESICNE,1994/8/11
1017,14,POPLATEK MESICNE,1994/8/11
3017,75,POPLATEK MESICNE,1994/8/12
3112,38,POPLATEK MESICNE,1994/8/12
1360,71,POPLATEK MESICNE,1994/8/14
2747,1,POPLATEK MESICNE,1994/8/14
9192,1,POPLATEK MESICNE,1994/8/16
1398,62,POPLATEK MESICNE,1994/8/18
1246,58,POPLATEK MESICNE,1994/8/18
1592,38,POPLATEK MESICNE,1994/8/18
3728,10,POPLATEK MESICNE,1994/8/18
4131,5,POPLATEK MESICNE,1994/8/19
377,70,POPLATEK MESICNE,1994/8/19
1911,68,POPLATEK MESICNE,1994/8/21
635,21,POPLATEK MESICNE,1994/8/21
3625,3,POPLATEK MESICNE,1994/8/22
3425,70,POPLATEK MESICNE,1994/8/24
1327,65,POPLATEK MESICNE,1994/8/24
8776,64,POPLATEK MESICNE,1994/8/24
2798,70,POPLATEK MESICNE,1994/8/24
2401,16,POPLATEK MESICNE,1994/8/26
3612,70,POPLATEK MESICNE,1994/8/27
4580,9,POPLATEK MESICNE,1994/8/27
3226,65,POPLATEK MESICNE,1994/8/28
7523,63,POPLATEK MESICNE,1994/8/29
3533,74,POPLATEK MESICNE,1994/8/29
422,53,POPLATEK TYDNE,1994/8/29
3608,72,POPLATEK TYDNE,1994/8/30
1105,55,POPLATEK MESICNE,1994/9/1
2596,1,POPLATEK MESICNE,1994/9/2
9006,40,POPLATEK TYDNE,1994/9/2
3579,53,POPLATEK MESICNE,1994/9/2
710,25,POPLATEK MESICNE,1994/9/2
7546,43,POPLATEK MESICNE,1994/9/3
1766,28,POPLATEK MESICNE,1994/9/3
1292,3,POPLATEK MESICNE,1994/9/3
3797,64,POPLATEK MESICNE,1994/9/3
3478,30,POPLATEK MESICNE,1994/9/4
8899,1,POPLATEK TYDNE,1994/9/5
1975,19,POPLATEK MESICNE,1994/9/7
3049,61,POPLATEK MESICNE,1994/9/8
3730,17,POPLATEK MESICNE,1994/9/8
1714,72,POPLATEK MESICNE,1994/9/8
518,74,POPLATEK MESICNE,1994/9/9
6321,1,POPLATEK MESICNE,1994/9/10
3926,72,POPLATEK MESICNE,1994/9/11
1878,52,POPLATEK TYDNE,1994/9/13
3712,3,POPLATEK MESICNE,1994/9/13
2030,51,POPLATEK MESICNE,1994/9/13
3869,72,POPLATEK MESICNE,1994/9/13
1908,20,POPLATEK MESICNE,1994/9/13
3142,2,POPLATEK MESICNE,1994/9/14
1301,18,POPLATEK MESICNE,1994/9/15
3288,54,POPLATEK MESICNE,1994/9/15
318,36,POPLATEK MESICNE,1994/9/16
3336,51,POPLATEK MESICNE,1994/9/19
1653,1,POPLATEK MESICNE,1994/9/19
577,29,POPLATEK MESICNE,1994/9/20
2960,19,POPLATEK MESICNE,1994/9/20
2267,54,POPLATEK TYDNE,1994/9/20
1989,48,POPLATEK MESICNE,1994/9/21
1352,1,POPLATEK MESICNE,1994/9/23
851,15,POPLATEK MESICNE,1994/9/23
716,47,POPLATEK MESICNE,1994/9/25
3555,32,POPLATEK MESICNE,1994/9/26
6,51,POPLATEK MESICNE,1994/9/27
1828,1,POPLATEK MESICNE,1994/9/28
1333,21,POPLATEK MESICNE,1994/9/29
11359,61,POPLATEK MESICNE,1994/10/1
3457,54,POPLATEK MESICNE,1994/10/1
2627,76,POPLATEK MESICNE,1994/10/2
2025,19,POPLATEK MESICNE,1994/10/2
3975,20,POPLATEK MESICNE,1994/10/2
2905,74,POPLATEK MESICNE,1994/10/3
3827,1,POPLATEK MESICNE,1994/10/4
939,55,POPLATEK MESICNE,1994/10/4
1421,71,POPLATEK MESICNE,1994/10/5
1934,46,POPLATEK MESICNE,1994/10/5
3878,23,POPLATEK MESICNE,1994/10/7
2363,47,POPLATEK MESICNE,1994/10/7
1559,14,POPLATEK MESICNE,1994/10/8
2195,73,POPLATEK MESICNE,1994/10/8
1205,73,POPLATEK MESICNE,1994/10/8
2059,37,POPLATEK MESICNE,1994/10/8
2333,45,POPLATEK MESICNE,1994/10/8
3074,74,POPLATEK TYDNE,1994/10/8
2840,15,POPLATEK MESICNE,1994/10/9
2430,3,POPLATEK MESICNE,1994/10/9
2463,56,POPLATEK MESICNE,1994/10/11
3860,4,POPLATEK MESICNE,1994/10/11
2788,54,POPLATEK MESICNE,1994/10/12
8127,37,POPLATEK MESICNE,1994/10/13
596,31,POPLATEK MESICNE,1994/10/13
3622,53,POPLATEK MESICNE,1994/10/15
1312,23,POPLATEK MESICNE,1994/10/15
2742,23,POPLATEK MESICNE,1994/10/15
654,63,POPLATEK MESICNE,1994/10/16
4283,39,POPLATEK MESICNE,1994/10/16
2924,56,POPLATEK MESICNE,1994/10/16
3756,39,POPLATEK TYDNE,1994/10/17
2790,1,POPLATEK MESICNE,1994/10/18
67,16,POPLATEK MESICNE,1994/10/19
2949,1,POPLATEK MESICNE,1994/10/21
3849,75,POPLATEK MESICNE,1994/10/21
5422,66,POPLATEK MESICNE,1994/10/22
988,10,POPLATEK MESICNE,1994/10/22
3058,44,POPLATEK MESICNE,1994/10/23
1958,40,POPLATEK MESICNE,1994/10/24
1441,50,POPLATEK MESICNE,1994/10/25
1109,66,POPLATEK MESICNE,1994/10/27
2536,41,POPLATEK MESICNE,1994/10/28
1295,15,POPLATEK MESICNE,1994/10/28
3419,1,POPLATEK MESICNE,1994/10/29
1993,68,POPLATEK MESICNE,1994/10/30
1076,1,POPLATEK MESICNE,1994/10/30
960,4,POPLATEK PO OBRATU,1994/11/2
201,63,POPLATEK MESICNE,1994/11/2
1168,29,POPLATEK MESICNE,1994/11/3
2365,42,POPLATEK MESICNE,1994/11/4
973,54,POPLATEK MESICNE,1994/11/5
3663,67,POPLATEK MESICNE,1994/11/6
3576,58,POPLATEK MESICNE,1994/11/7
4082,49,POPLATEK MESICNE,1994/11/8
2541,57,POPLATEK MESICNE,1994/11/8
4476,24,POPLATEK MESICNE,1994/11/10
2572,64,POPLATEK PO OBRATU,1994/11/13
2377,77,POPLATEK MESICNE,1994/11/13
1554,47,POPLATEK MESICNE,1994/11/15
5632,5,POPLATEK TYDNE,1994/11/15
940,37,POPLATEK MESICNE,1994/11/15
1583,69,POPLATEK PO OBRATU,1994/11/17
2218,19,POPLATEK MESICNE,1994/11/21
1708,22,POPLATEK MESICNE,1994/11/21
449,19,POPLATEK MESICNE,1994/11/22
2044,6,POPLATEK MESICNE,1994/11/23
11186,12,POPLATEK MESICNE,1994/11/24
29,7,POPLATEK MESICNE,1994/11/24
3752,1,POPLATEK MESICNE,1994/11/25
2028,7,POPLATEK TYDNE,1994/11/26
1294,71,POPLATEK MESICNE,1994/11/27
106,63,POPLATEK MESICNE,1994/11/27
2707,61,POPLATEK MESICNE,1994/11/27
2027,19,POPLATEK MESICNE,1994/11/28
3369,8,POPLATEK MESICNE,1994/12/1
9731,54,POPLATEK PO OBRATU,1994/12/1
1578,48,POPLATEK MESICNE,1994/12/1
8411,20,POPLATEK MESICNE,1994/12/2
1919,18,POPLATEK MESICNE,1994/12/4
1307,56,POPLATEK MESICNE,1994/12/5
2121,64,POPLATEK MESICNE,1994/12/5
1436,3,POPLATEK MESICNE,1994/12/7
3489,9,POPLATEK MESICNE,1994/12/8
3348,4,POPLATEK MESICNE,1994/12/8
2809,73,POPLATEK MESICNE,1994/12/8
3364,21,POPLATEK TYDNE,1994/12/8
2546,1,POPLATEK MESICNE,1994/12/8
2343,68,POPLATEK MESICNE,1994/12/9
594,54,POPLATEK MESICNE,1994/12/9
4434,41,POPLATEK MESICNE,1994/12/9
359,11,POPLATEK MESICNE,1994/12/11
3279,46,POPLATEK TYDNE,1994/12/17
1011,45,POPLATEK MESICNE,1994/12/17
8856,15,POPLATEK MESICNE,1994/12/18
2808,1,POPLATEK MESICNE,1994/12/18
5357,70,POPLATEK MESICNE,1994/12/18
775,1,POPLATEK MESICNE,1994/12/18
2524,1,POPLATEK MESICNE,1994/12/19
3903,58,POPLATEK MESICNE,1994/12/19
802,15,POPLATEK MESICNE,1994/12/20
3567,5,POPLATEK MESICNE,1994/12/20
68,37,POPLATEK PO OBRATU,1994/12/20
1417,75,POPLATEK MESICNE,1994/12/20
3643,1,POPLATEK MESICNE,1994/12/22
10728,71,POPLATEK MESICNE,1994/12/23
2384,40,POPLATEK MESICNE,1994/12/23
1835,74,POPLATEK MESICNE,1994/12/24
3621,32,POPLATEK MESICNE,1994/12/25
1394,32,POPLATEK MESICNE,1994/12/27
3006,64,POPLATEK MESICNE,1995/1/1
2322,33,POPLATEK MESICNE,1995/1/2
1331,59,POPLATEK MESICNE,1995/1/3
2355,1,POPLATEK MESICNE,1995/1/3
3482,70,POPLATEK MESICNE,1995/1/3
4503,50,POPLATEK MESICNE,1995/1/3
2077,29,POPLATEK MESICNE,1995/1/4
685,37,POPLATEK TYDNE,1995/1/4
2163,17,POPLATEK MESICNE,1995/1/5
2239,25,POPLATEK MESICNE,1995/1/5
1706,1,POPLATEK MESICNE,1995/1/5
7795,64,POPLATEK MESICNE,1995/1/5
3128,1,POPLATEK MESICNE,1995/1/6
2978,74,POPLATEK MESICNE,1995/1/6
3141,1,POPLATEK TYDNE,1995/1/6
3250,1,POPLATEK MESICNE,1995/1/6
1955,49,POPLATEK MESICNE,1995/1/7
5650,10,POPLATEK PO OBRATU,1995/1/8
3641,7,POPLATEK MESICNE,1995/1/9
2923,43,POPLATEK MESICNE,1995/1/10
8092,54,POPLATEK MESICNE,1995/1/11
2421,18,POPLATEK MESICNE,1995/1/11
1437,50,POPLATEK MESICNE,1995/1/13
756,65,POPLATEK MESICNE,1995/1/13
3244,56,POPLATEK MESICNE,1995/1/14
10630,41,POPLATEK MESICNE,1995/1/15
3981,23,POPLATEK MESICNE,1995/1/15
3812,72,POPLATEK MESICNE,1995/1/16
4368,1,POPLATEK MESICNE,1995/1/16
2729,40,POPLATEK MESICNE,1995/1/16
2446,3,POPLATEK MESICNE,1995/1/16
839,16,POPLATEK MESICNE,1995/1/17
1625,1,POPLATEK MESICNE,1995/1/17
2563,48,POPLATEK MESICNE,1995/1/17
1414,58,POPLATEK MESICNE,1995/1/17
7562,72,POPLATEK TYDNE,1995/1/17
2185,67,POPLATEK MESICNE,1995/1/18
1446,57,POPLATEK MESICNE,1995/1/18
915,72,POPLATEK MESICNE,1995/1/18
3777,70,POPLATEK MESICNE,1995/1/19
2414,1,POPLATEK MESICNE,1995/1/19
9814,64,POPLATEK TYDNE,1995/1/19
2681,28,POPLATEK MESICNE,1995/1/19
484,1,POPLATEK MESICNE,1995/1/20
217,77,POPLATEK MESICNE,1995/1/20
9030,72,POPLATEK MESICNE,1995/1/21
2352,70,POPLATEK MESICNE,1995/1/21
1526,52,POPLATEK MESICNE,1995/1/22
3841,8,POPLATEK MESICNE,1995/1/22
270,27,POPLATEK MESICNE,1995/1/23
1914,27,POPLATEK MESICNE,1995/1/24
2054,1,POPLATEK MESICNE,1995/1/24
2111,42,POPLATEK TYDNE,1995/1/25
1769,39,POPLATEK MESICNE,1995/1/25
2663,64,POPLATEK MESICNE,1995/1/25
4103,38,POPLATEK MESICNE,1995/1/25
5735,52,POPLATEK MESICNE,1995/1/25
3362,73,POPLATEK MESICNE,1995/1/25
2755,20,POPLATEK MESICNE,1995/1/26
3235,8,POPLATEK MESICNE,1995/1/26
795,25,POPLATEK MESICNE,1995/1/27
1548,47,POPLATEK MESICNE,1995/1/27
650,3,POPLATEK MESICNE,1995/1/28
11042,72,POPLATEK MESICNE,1995/1/29
3421,31,POPLATEK MESICNE,1995/2/1
1112,48,POPLATEK MESICNE,1995/2/3
3583,40,POPLATEK MESICNE,1995/2/3
4001,54,POPLATEK MESICNE,1995/2/4
393,46,POPLATEK MESICNE,1995/2/4
2718,29,POPLATEK MESICNE,1995/2/5
1496,57,POPLATEK MESICNE,1995/2/5
2968,15,POPLATEK MESICNE,1995/2/5
1889,59,POPLATEK MESICNE,1995/2/6
789,39,POPLATEK MESICNE,1995/2/6
7614,62,POPLATEK MESICNE,1995/2/8
8159,26,POPLATEK MESICNE,1995/2/8
2151,38,POPLATEK MESICNE,1995/2/8
3865,50,POPLATEK MESICNE,1995/2/9
4109,54,POPLATEK MESICNE,1995/2/9
515,57,POPLATEK MESICNE,1995/2/9
3817,70,POPLATEK MESICNE,1995/2/10
2268,1,POPLATEK MESICNE,1995/2/11
388,59,POPLATEK MESICNE,1995/2/11
3623,59,POPLATEK MESICNE,1995/2/12
1967,26,POPLATEK TYDNE,1995/2/13
4727,2,POPLATEK MESICNE,1995/2/13
3466,64,POPLATEK MESICNE,1995/2/16
3297,53,POPLATEK MESICNE,1995/2/17
607,16,POPLATEK MESICNE,1995/2/17
1858,72,POPLATEK MESICNE,1995/2/18
3978,59,POPLATEK MESICNE,1995/2/18
70,8,POPLATEK MESICNE,1995/2/18
781,33,POPLATEK MESICNE,1995/2/19
10884,65,POPLATEK MESICNE,1995/2/20
2688,72,POPLATEK MESICNE,1995/2/20
1772,31,POPLATEK TYDNE,1995/2/20
2490,22,POPLATEK MESICNE,1995/2/21
2047,20,POPLATEK MESICNE,1995/2/21
3839,1,POPLATEK MESICNE,1995/2/21
1633,51,POPLATEK MESICNE,1995/2/22
763,1,POPLATEK MESICNE,1995/2/23
4161,1,POPLATEK MESICNE,1995/2/23
2431,74,POPLATEK MESICNE,1995/2/23
3753,28,POPLATEK MESICNE,1995/2/24
1778,15,POPLATEK MESICNE,1995/2/25
2911,33,POPLATEK MESICNE,1995/2/25
3710,1,POPLATEK MESICNE,1995/2/25
1702,56,POPLATEK MESICNE,1995/2/27
3737,34,POPLATEK MESICNE,1995/3/1
190,74,POPLATEK MESICNE,1995/3/2
2865,1,POPLATEK MESICNE,1995/3/3
3014,75,POPLATEK TYDNE,1995/3/3
2680,46,POPLATEK MESICNE,1995/3/3
1129,35,POPLATEK MESICNE,1995/3/3
3233,31,POPLATEK MESICNE,1995/3/3
1287,35,POPLATEK MESICNE,1995/3/4
9897,1,POPLATEK MESICNE,1995/3/4
30,36,POPLATEK MESICNE,1995/3/4
2367,28,POPLATEK MESICNE,1995/3/4
3826,34,POPLATEK MESICNE,1995/3/5
376,25,POPLATEK MESICNE,1995/3/5
1108,26,POPLATEK MESICNE,1995/3/9
108,53,POPLATEK MESICNE,1995/3/10
1802,75,POPLATEK MESICNE,1995/3/10
3230,1,POPLATEK MESICNE,1995/3/11
3989,19,POPLATEK MESICNE,1995/3/11
2723,75,POPLATEK MESICNE,1995/3/12
7859,52,POPLATEK MESICNE,1995/3/14
7606,21,POPLATEK MESICNE,1995/3/15
158,37,POPLATEK MESICNE,1995/3/15
6397,48,POPLATEK MESICNE,1995/3/15
150,73,POPLATEK MESICNE,1995/3/16
3402,76,POPLATEK TYDNE,1995/3/16
2810,66,POPLATEK MESICNE,1995/3/16
586,54,POPLATEK MESICNE,1995/3/16
1261,52,POPLATEK MESICNE,1995/3/18
2856,25,POPLATEK MESICNE,1995/3/18
288,25,POPLATEK MESICNE,1995/3/18
3750,77,POPLATEK MESICNE,1995/3/18
1174,70,POPLATEK MESICNE,1995/3/21
1306,1,POPLATEK MESICNE,1995/3/22
5541,43,POPLATEK MESICNE,1995/3/24
1,18,POPLATEK MESICNE,1995/3/24
981,66,POPLATEK MESICNE,1995/3/25
767,25,POPLATEK MESICNE,1995/3/26
608,32,POPLATEK MESICNE,1995/3/27
1757,75,POPLATEK MESICNE,1995/3/27
6609,16,POPLATEK MESICNE,1995/3/27
870,70,POPLATEK MESICNE,1995/3/27
227,27,POPLATEK MESICNE,1995/3/28
568,18,POPLATEK MESICNE,1995/3/28
1254,74,POPLATEK MESICNE,1995/3/28
1540,1,POPLATEK MESICNE,1995/3/29
1692,56,POPLATEK MESICNE,1995/3/29
1249,67,POPLATEK MESICNE,1995/3/30
95,1,POPLATEK MESICNE,1995/3/30
1561,66,POPLATEK MESICNE,1995/4/1
2540,54,POPLATEK MESICNE,1995/4/1
248,1,POPLATEK MESICNE,1995/4/2
9493,64,POPLATEK MESICNE,1995/4/2
5126,58,POPLATEK MESICNE,1995/4/3
231,22,POPLATEK MESICNE,1995/4/3
2203,47,POPLATEK MESICNE,1995/4/4
6910,76,POPLATEK MESICNE,1995/4/4
1986,46,POPLATEK MESICNE,1995/4/4
2839,70,POPLATEK MESICNE,1995/4/4
1479,54,POPLATEK MESICNE,1995/4/4
3147,54,POPLATEK MESICNE,1995/4/5
6289,64,POPLATEK MESICNE,1995/4/5
1590,77,POPLATEK MESICNE,1995/4/7
7418,21,POPLATEK MESICNE,1995/4/7
19,21,POPLATEK MESICNE,1995/4/7
842,62,POPLATEK MESICNE,1995/4/7
1821,70,POPLATEK MESICNE,1995/4/7
206,61,POPLATEK MESICNE,1995/4/8
3109,18,POPLATEK MESICNE,1995/4/8
7815,19,POPLATEK TYDNE,1995/4/9
7136,12,POPLATEK TYDNE,1995/4/9
1228,62,POPLATEK MESICNE,1995/4/9
893,53,POPLATEK MESICNE,1995/4/12
